Domain,Area,Element,Item,Year,Value
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""1999"",""4392715"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2000"",""6002269"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2001"",""7718715"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2002"",""5682843"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2003"",""5169044"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2004"",""4936709"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2005"",""4545081"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2006"",""4860293"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2007"",""5383539"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2008"",""5834910"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2009"",""5401200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2010"",""3219582"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2011"",""5332134"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2012"",""4027274"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2013"",""4931822"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2014"",""5273812.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2015"",""4535641.3"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2016"",""4765889"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2017"",""5456237"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2018"",""4719324"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2019"",""4424433"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2020"",""4132095.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oats"",""2021"",""3775686.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""1992"",""4200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""1993"",""4300"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""1994"",""4200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""1995"",""4700"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""1996"",""4600"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""1997"",""4000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""1998"",""4100"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""1999"",""4000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2000"",""4200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2001"",""4500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2002"",""4000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2003"",""5530"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2004"",""2970"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2005"",""3940"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2006"",""2790"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2007"",""2200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2008"",""1630"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2009"",""1750"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2010"",""1135"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2011"",""1946"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2012"",""2731"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2013"",""2091"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2014"",""2225"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2015"",""2847"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2016"",""4737"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2017"",""11871.62"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2018"",""24942.02"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2019"",""28889"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of linseed"",""2020"",""35196.13"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""1992"",""4500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""1993"",""4500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""1994"",""3150"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""1995"",""2610"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""1996"",""1575"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""1997"",""2790"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""1998"",""2430"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""1999"",""2700"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2000"",""3500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2001"",""4000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2002"",""3800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2003"",""5885"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2004"",""4154"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2005"",""11777"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2006"",""10952"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2007"",""9759"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2008"",""11703"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2009"",""8885"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2010"",""6742"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2011"",""6057"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2012"",""6394"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2013"",""5842"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2014"",""5717"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2015"",""5403"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2016"",""6062.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2017"",""6445.12"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2018"",""9971.58"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2019"",""12466"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of maize"",""2020"",""11740.88"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of sesame seed"",""2016"",""24.55"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of sesame seed"",""2017"",""33.71"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of sesame seed"",""2018"",""47.24"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of sesame seed"",""2019"",""80"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oil of sesame seed"",""2020"",""41.01"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""1992"",""1200000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""1993"",""1000000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""1994"",""857810"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""1995"",""881400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""1996"",""1058890"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""1997"",""1058502"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""1998"",""1008574"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""1999"",""992827"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2000"",""1133753"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2001"",""1095824"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2002"",""1073521"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2003"",""1157924"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2004"",""1226446"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2005"",""1231464"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2006"",""1218091"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2007"",""1317984"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2008"",""1712500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2009"",""1601550"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2010"",""1536302.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2011"",""2122741"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2012"",""2080814"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2013"",""1984937"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2014"",""1994252.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2015"",""2101542.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2016"",""1633752"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2017"",""1794417"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2018"",""1642106"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2019"",""1669992"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2020"",""1738165"""
"Crops and livestock products,""Russian Federation"",""Production"",""Onions and shallots, dry (excluding dehydrated)"",""2021"",""1608632.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""1992"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""1993"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""1994"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""1995"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""1996"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""1997"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""1998"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""1999"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2000"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2001"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2002"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2003"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2004"",""220"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2005"",""350"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2006"",""380"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2007"",""270"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2008"",""70"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2009"",""60"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2010"",""130"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2011"",""110"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2012"",""108"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2013"",""109"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2014"",""113"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2015"",""81.1"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2016"",""62"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2017"",""84.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2018"",""83"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2019"",""75"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2020"",""66.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Oranges"",""2021"",""72.4"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""1992"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""1993"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""1994"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""1995"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""1996"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""1997"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""1998"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""1999"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2000"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2001"",""0"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2002"",""3500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2003"",""4000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2004"",""5500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2005"",""4500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2006"",""4600"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2007"",""4700"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2008"",""4000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2009"",""3800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2010"",""3400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2011"",""3600"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2012"",""3400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2013"",""3600"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2014"",""3600"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2015"",""3500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2016"",""3600"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2017"",""3200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2018"",""4000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2019"",""4200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2020"",""4400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other berries and fruits of the genus vaccinium n.e.c."",""2021"",""4700"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""1992"",""176000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""1993"",""171000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""1994"",""149500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""1995"",""205000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""1996"",""274000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""1997"",""438000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""1998"",""329000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""1999"",""84000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2000"",""81000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2001"",""40000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2002"",""10000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2003"",""11450"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2004"",""12000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2005"",""10000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2006"",""8000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2007"",""6000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2008"",""5000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2009"",""3000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2010"",""2250"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2011"",""2070"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2012"",""800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2013"",""800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2014"",""800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2015"",""800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2016"",""800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2017"",""700"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2018"",""900"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2019"",""1000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2020"",""1200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other fruits, n.e.c."",""2021"",""1300"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""1992"",""4000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""1993"",""5000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""1994"",""8400"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""1995"",""8500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""1996"",""9200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""1997"",""8500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""1998"",""12200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""1999"",""10000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2000"",""15000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2001"",""19000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2002"",""12000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2003"",""13000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2004"",""25000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2005"",""11000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2006"",""5020"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2007"",""11803"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2008"",""7930"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2009"",""9460"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2010"",""9430"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2011"",""10066"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2012"",""10849"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2013"",""12816"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2014"",""15162.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2015"",""16351.4"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2016"",""20815"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2017"",""17832"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2018"",""20044"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2019"",""19685.8"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2020"",""20626.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c."",""2021"",""31710.9"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""1992"",""2500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""1993"",""1500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""1994"",""1425.71"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""1995"",""1000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""1996"",""1300"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""1997"",""1000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""1998"",""1300"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""1999"",""1200"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2000"",""1000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2001"",""1500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2002"",""1800"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2003"",""2500"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2004"",""4000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2005"",""7000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2006"",""8960"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2007"",""1275"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2008"",""6870"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2009"",""2850"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2010"",""9424"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2011"",""35244"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2012"",""56361"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2013"",""113374"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2014"",""137816.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2015"",""89784.7"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2016"",""78958"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2017"",""63438"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2018"",""39110"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2019"",""39805.5"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2020"",""31571.6"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other oil seeds, n.e.c."",""2021"",""40976.2"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""1992"",""12640"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""1993"",""11440"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""1994"",""5000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""1995"",""10000"""
"Crops and livestock products,""Russian Federation"",""Production"",""Other pulses n.e.c."",""1996"",""15000"""
